tmdb_id,imdb_id,title,release_date,runtime,budget_nominal,revenue_nominal,genre_primary,genre_secondary,vote_average,vote_count
50619,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,117,110000000,712171856,Adventure,Fantasy,6.189,9281
285,tt0449088,Pirates of the Caribbean: At World's End,2007-05-19,169,300000000,961691209,Adventure,Fantasy,7.273,15501
541671,tt7181546,Ballerina,2025-06-04,125,90000000,137408107,Action,Thriller,7.253,2666
666277,tt13238346,Past Lives,2023-06-02,106,12000000,28126646,Drama,Romance,7.7,2337
2062,tt0382932,Ratatouille,2007-06-28,111,150000000,623726000,Animation,Comedy,7.842,18533
210577,tt2267998,Gone Girl,2014-10-01,149,61000000,370890259,Mystery,Thriller,7.89,20012
1234731,tt33244668,Anaconda,2025-12-24,100,45000000,135148320,Adventure,Comedy,5.884,1219
346698,tt1517268,Barbie,2023-07-19,114,145000000,1447138421,Comedy,Adventure,6.92,11155
43949,tt0817177,Flipped,2010-08-06,89,14000000,4324817,Romance,Drama,8.01,3336
12444,tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,146,250000000,954305868,Adventure,Fantasy,7.734,20417
559,tt0413300,Spider-Man 3,2007-05-01,139,258000000,894983373,Action,Adventure,6.462,15258
603692,tt10366206,John Wick: Chapter 4,2023-03-21,170,100000000,447316405,Action,Thriller,7.709,7976
1062722,tt1312221,Frankenstein,2025-10-17,150,120000000,480678,Drama,Fantasy,7.637,3508
76341,tt1392190,Mad Max: Fury Road,2015-05-13,121,150000000,378858340,Action,Adventure,7.634,24134
324786,tt2119532,Hacksaw Ridge,2016-10-07,139,40000000,175302354,Drama,History,8.19,14895
290098,tt4016934,The Handmaiden,2016-06-01,145,8575000,38600000,Thriller,Drama,8.187,4339
198663,tt1790864,The Maze Runner,2014-09-10,113,34000000,348319861,Action,Mystery,7.19,18141
545611,tt6710474,Everything Everywhere All at Once,2022-03-24,140,25000000,139200000,Action,Adventure,7.719,8020
424783,tt4701182,Bumblebee,2018-11-22,114,135000000,467989645,Action,Adventure,6.721,6640
217,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,122,185000000,786636033,Adventure,Action,6.027,9037
8966,tt1099212,Twilight,2008-11-20,122,37000000,393616788,Fantasy,Drama,6.281,14430
798645,tt14107334,The Running Man,2025-11-11,133,110000000,69000000,Action,Thriller,6.784,1639
574475,tt9619824,Final Destination Bloodlines,2025-05-14,110,50000000,317854739,Horror,Mystery,7.038,2885
122917,tt2310332,The Hobbit: The Battle of the Five Armies,2014-12-10,144,250000000,956019788,Action,Adventure,7.334,15403
263115,tt3315342,Logan,2017-02-28,137,97000000,619021436,Action,Drama,7.82,20432
246403,tt3099498,Tusk,2014-09-19,102,3000000,1882074,Comedy,Horror,5.536,1637
62177,tt1217209,Brave,2012-06-21,93,185000000,538983207,Adventure,Animation,7.029,14204
1402,tt0454921,The Pursuit of Happyness,2006-12-14,117,55000000,307077295,Drama,N/A,7.886,10620
315162,tt3915174,Puss in Boots: The Last Wish,2022-12-07,103,90000000,484700000,Animation,Adventure,8.207,8881
572802,tt9663764,Aquaman and the Lost Kingdom,2023-12-20,124,205000000,440181226,Action,Adventure,6.524,3505
1022787,tt4900148,Elio,2025-06-18,98,150000000,154291182,Adventure,Animation,6.9,1004
378236,tt4877122,The Emoji Movie,2017-07-23,86,50000000,216909830,Animation,Family,5.387,3325
20352,tt1323594,Despicable Me,2010-07-08,95,69000000,543284256,Animation,Comedy,7.3,16077
338953,tt4123432,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,142,200000000,407200000,Fantasy,Adventure,6.627,5113
17654,tt1136608,District 9,2009-08-05,112,30000000,210888950,Science Fiction,N/A,7.469,10369
508883,tt6587046,The Boy and the Heron,2023-07-14,124,50000000,294200000,Animation,Fantasy,7.403,2647
1078605,tt26581740,Weapons,2025-08-04,128,38000000,269972492,Horror,Mystery,7.259,3488
9502,tt0441773,Kung Fu Panda,2008-06-04,90,130000000,632091832,Action,Animation,7.324,12672
1930,tt0948470,The Amazing Spider-Man,2012-06-23,136,215000000,758725893,Action,Adventure,6.739,18555
72559,tt1583421,G.I. Joe: Retaliation,2013-03-27,110,130000000,371900000,Action,Science Fiction,5.658,5782
385687,tt5433140,Fast X,2023-05-17,142,340000000,704709660,Action,Crime,6.994,6343
402431,tt1262426,Wicked,2024-10-16,162,150000000,758827029,Drama,Romance,6.907,3058
985939,tt15325794,Fall,2022-08-11,107,3000000,17363261,Thriller,N/A,7.141,4636
552524,tt11655566,Lilo & Stitch,2025-05-17,108,100000000,1038027526,Family,Science Fiction,7.2,2177
20526,tt1104001,TRON: Legacy,2010-12-14,126,170000000,409912892,Adventure,Action,6.543,7948
38757,tt0398286,Tangled,2010-11-24,100,260000000,592461732,Animation,Family,7.613,12421
109445,tt2294629,Frozen,2013-11-20,102,150000000,1274219009,Animation,Family,7.249,17600
475557,tt7286456,Joker,2019-10-01,122,55000000,1078958629,Crime,Thriller,8.124,27791
1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011-05-15,136,379000000,1046721266,Adventure,Action,6.57,14985
49051,tt0903624,The Hobbit: An Unexpected Journey,2012-12-12,169,250000000,1021103568,Adventure,Fantasy,7.376,19678
1197137,tt29644189,Black Phone 2,2025-10-15,114,30000000,132675749,Horror,Thriller,6.7,1153
18785,tt1119646,The Hangover,2009-06-02,100,35000000,469310836,Comedy,N/A,7.3,18134
1372,tt0450259,Blood Diamond,2006-12-08,143,100000000,171720398,Drama,Thriller,7.561,8346
8355,tt1080016,Ice Age: Dawn of the Dinosaurs,2009-06-26,94,90000000,886686817,Animation,Comedy,6.768,8885
14869,tt1046173,G.I. Joe: The Rise of Cobra,2009-08-03,118,175000000,302500000,Adventure,Action,5.785,4932
278154,tt3416828,Ice Age: Collision Course,2016-06-23,95,105000000,408579038,Adventure,Animation,6.1,4881
823464,tt14539740,Godzilla x Kong: The New Empire,2024-03-27,115,150000000,571750016,Action,Adventure,7.047,4692
76726,tt1706593,Chronicle,2012-02-01,84,15000000,145000000,Science Fiction,Drama,6.854,5745
49026,tt1345836,The Dark Knight Rises,2012-07-17,165,250000000,1081041287,Action,Crime,7.795,24423
11324,tt1130884,Shutter Island,2010-02-14,138,80000000,294804195,Drama,Thriller,8.198,25911
466272,tt7131622,Once Upon a Time... in Hollywood,2019-07-24,162,95000000,393869691,Comedy,Drama,7.421,14883
14160,tt1049413,Up,2009-05-28,96,175000000,735103954,Animation,Comedy,7.961,21710
1054867,tt30144839,One Battle After Another,2025-09-23,162,175000000,209377100,Thriller,Crime,7.4,3791
156022,tt0455944,The Equalizer,2014-09-24,132,55000000,192330738,Thriller,Action,7.3,9972
102382,tt1872181,The Amazing Spider-Man 2,2014-04-16,141,200000000,716934779,Action,Adventure,6.543,14273
49521,tt0770828,Man of Steel,2013-06-12,143,225000000,668045518,Action,Adventure,6.651,16240
822119,tt14513804,Captain America: Brave New World,2025-02-12,119,180000000,415101577,Action,Thriller,5.97,3119
102651,tt1587310,Maleficent,2014-05-28,97,180000000,758539785,Fantasy,Adventure,7.087,13758
916224,tt16428256,Suzume,2022-11-11,122,13000000,314992206,Animation,Drama,7.889,1749
637649,tt11083552,Wrath of Man,2021-04-22,119,40000000,103966489,Thriller,Crime,7.574,6117
109424,tt1535109,Captain Phillips,2013-10-10,134,55000000,218791811,Action,Drama,7.539,7507
588228,tt9777666,The Tomorrow War,2021-09-03,138,200000000,14400000,Action,Science Fiction,7.497,4194
581528,tt10208198,"The Gangster, the Cop, the Devil",2019-05-15,110,6500000,25775371,Action,Crime,7.874,1483
49013,tt1216475,Cars 2,2011-06-11,106,200000000,559852396,Animation,Family,6.181,8492
447273,tt6208148,Snow White,2025-03-19,109,271600000,205679463,Family,Fantasy,4.3,1648
284053,tt3501632,Thor: Ragnarok,2017-10-02,131,180000000,855301806,Action,Science Fiction,7.581,22056
427641,tt2231461,Rampage,2018-04-11,107,120000000,428028233,Action,Adventure,6.453,7546
762509,tt13186482,Mufasa: The Lion King,2024-12-18,118,200000000,722631756,Adventure,Family,7.3,2674
102899,tt0478970,Ant-Man,2015-07-14,117,130000000,519311965,Science Fiction,Adventure,7.066,20895
615656,tt9224104,Meg 2: The Trench,2023-08-02,116,129000000,398500317,Action,Science Fiction,6.375,3995
49849,tt0409847,Cowboys & Aliens,2011-07-29,119,163000000,174822325,Action,Science Fiction,5.678,5455
228150,tt2713180,Fury,2014-10-15,135,68000000,211817906,War,Drama,7.546,12945
271110,tt3498820,Captain America: Civil War,2016-04-27,147,250000000,1155046416,Adventure,Action,7.449,24077
20453,tt1187043,3 Idiots,2009-12-23,171,9000000,70000000,Drama,Comedy,8.001,2720
44896,tt1192628,Rango,2011-03-02,107,135000000,245724603,Animation,Comedy,6.904,7132
18240,tt1041829,The Proposal,2009-06-02,108,40000000,317400000,Comedy,Romance,7.166,7550
447365,tt6791350,Guardians of the Galaxy Vol. 3,2023-05-03,150,250000000,845550000,Science Fiction,Adventure,7.931,8379
293660,tt1431045,Deadpool,2016-02-09,108,58000000,782837347,Action,Adventure,7.624,32801
383498,tt5463162,Deadpool 2,2018-05-15,120,110000000,785896632,Action,Comedy,7.491,19265
337404,tt3228774,Cruella,2021-05-26,134,200000000,233503234,Comedy,Crime,8.0,10082
286217,tt3659388,The Martian,2015-09-30,141,108000000,631058917,Science Fiction,Drama,7.7,21274
168259,tt2820852,Furious 7,2015-04-01,138,190000000,1515400000,Action,Crime,7.218,11305
539972,tt8790086,Kraven the Hunter,2024-12-11,127,130000000,62076533,Action,Adventure,6.436,2359
419430,tt5052448,Get Out,2017-02-24,104,4500000,255407969,Mystery,Thriller,7.624,18938
59967,tt1276104,Looper,2012-09-26,118,30000000,47042000,Action,Thriller,6.911,10933
296096,tt2674426,Me Before You,2016-06-01,110,20000000,207945075,Drama,Romance,7.922,13273
329865,tt2543164,Arrival,2016-11-10,116,47000000,203388186,Drama,Science Fiction,7.6,19411
259693,tt3065204,The Conjuring 2,2016-06-08,134,40000000,322819915,Horror,N/A,7.292,9205
38365,tt1375670,Grown Ups,2010-06-24,102,80000000,271457606,Comedy,N/A,6.423,6712
950,tt0438097,Ice Age: The Meltdown,2006-03-29,91,80000000,660998756,Animation,Family,6.721,10363
177677,tt2381249,Mission: Impossible - Rogue Nation,2015-07-28,131,150000000,682716636,Action,Adventure,7.224,9731
370172,tt2382320,No Time to Die,2021-09-29,163,250000000,774153024,Action,Thriller,7.339,7141
260514,tt3606752,Cars 3,2017-06-15,102,175000000,383925276,Animation,Drama,6.861,6402
866398,tt15314262,The Beekeeper,2024-01-08,106,35000000,162619535,Action,Crime,7.266,4279
82702,tt1646971,How to Train Your Dragon 2,2014-06-05,102,145000000,621537519,Fantasy,Action,7.683,10462
411088,tt4857264,The Invisible Guest,2017-01-06,107,4000000,30000000,Drama,Mystery,8.08,4999
400928,tt4481414,Gifted,2017-04-07,101,7000000,40300000,Drama,Comedy,7.998,5952
453395,tt9419884,Doctor Strange in the Multiverse of Madness,2022-05-04,126,290000000,955775804,Fantasy,Action,7.23,10378
674324,tt11813216,The Banshees of Inisherin,2022-10-20,114,20000000,49300000,Drama,Comedy,7.463,3378
61012,tt0938330,Silent Hill: Revelation 3D,2012-10-10,94,20000000,55975672,Thriller,Horror,5.548,1876
1317288,tt32916440,Marty Supreme,2025-12-19,150,65000000,191303074,Drama,Thriller,7.387,1851
976573,tt15789038,Elemental,2023-06-14,102,200000000,496444308,Animation,Comedy,7.576,5312
332567,tt4052882,The Shallows,2016-06-24,86,17000000,119100758,Horror,Drama,6.355,5335
171424,tt2403021,The Green Inferno,2013-09-08,100,5000000,12931420,Adventure,Horror,5.747,1592
68718,tt1853728,Django Unchained,2012-12-25,165,100000000,425368238,Drama,Western,8.192,28098
56292,tt1229238,Mission: Impossible - Ghost Protocol,2011-12-07,133,145000000,694713380,Action,Thriller,7.114,10788
278927,tt3040964,The Jungle Book,2016-04-07,106,175000000,966550600,Adventure,Family,6.873,8507
6977,tt0477348,No Country for Old Men,2007-11-09,122,25000000,171627166,Crime,Thriller,7.951,13364
1422,tt0407887,The Departed,2006-10-04,151,90000000,291465000,Drama,Thriller,8.16,16246
150689,tt1661199,Cinderella,2015-03-06,105,95000000,543514353,Romance,Fantasy,6.826,7405
71552,tt1605630,American Reunion,2012-04-04,114,50000000,234989584,Comedy,N/A,6.3,4717
72105,tt1637725,Ted,2012-06-29,107,50000000,549368315,Comedy,Fantasy,6.454,13213
333339,tt1677720,Ready Player One,2018-03-28,140,175000000,607274134,Adventure,Action,7.588,16976
1214931,tt29567915,Nuremberg,2025-11-06,149,11800000,37009109,History,Drama,7.558,1107
568124,tt2953050,Encanto,2021-10-13,102,150000000,261292688,Animation,Comedy,7.6,10223
505642,tt9114286,Black Panther: Wakanda Forever,2022-11-09,162,250000000,859102154,Action,Adventure,7.006,7492
823219,tt4772188,Flow,2024-08-29,85,3700000,17660107,Adventure,Animation,8.084,2852
1724,tt0800080,The Incredible Hulk,2008-06-12,114,150000000,264770996,Science Fiction,Action,6.244,12725
524047,tt7737786,Greenland,2020-07-29,120,34000000,52300000,Thriller,Adventure,7.129,5341
507086,tt8041270,Jurassic World Dominion,2022-06-01,147,658800000,1004004592,Adventure,Science Fiction,6.598,7078
508442,tt2948372,Soul,2020-12-25,101,150000000,121977511,Animation,Family,8.092,11445
920,tt0317219,Cars,2006-06-08,117,120000000,461983149,Animation,Adventure,7.033,15148
57800,tt1667889,Ice Age: Continental Drift,2012-06-27,88,95000000,877244782,Animation,Comedy,6.387,8117
10191,tt0892769,How to Train Your Dragon,2010-03-18,98,165000000,495141736,Fantasy,Adventure,7.86,14402
166428,tt2386490,How to Train Your Dragon: The Hidden World,2019-01-03,104,129000000,539987993,Animation,Family,7.752,7129
1100988,tt10548174,28 Years Later,2025-06-18,115,60000000,151308832,Horror,Thriller,6.614,2593
12155,tt1014759,Alice in Wonderland,2010-03-03,108,200000000,1025467110,Family,Fantasy,6.642,14830
270946,tt1911658,Penguins of Madagascar,2014-11-22,92,132000000,373515621,Family,Animation,6.535,4483
25376,tt1305806,The Secret in Their Eyes,2009-08-13,130,2000000,33965843,Mystery,Thriller,7.975,2869
353081,tt4912910,Mission: Impossible - Fallout,2018-07-25,147,178000000,824171374,Action,Adventure,7.451,9155
1072790,tt26047818,Anyone But You,2023-12-21,103,25000000,214891370,Romance,Comedy,6.766,3085
667538,tt5090568,Transformers: Rise of the Beasts,2023-06-06,127,195000000,441381193,Science Fiction,Adventure,7.17,5291
345940,tt4779682,The Meg,2018-08-09,113,150000000,530517320,Action,Science Fiction,6.248,8214
122906,tt2194499,About Time,2013-09-04,123,12000000,87100449,Drama,Romance,7.9,9296
166426,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,129,230000000,795922298,Adventure,Action,6.659,12837
579974,tt8178634,RRR,2022-03-24,187,69000000,160000000,Action,History,7.714,1607
436969,tt6334354,The Suicide Squad,2021-07-28,132,185000000,168717425,Action,Comedy,7.459,9610
520023,tt8110652,Bodies Bodies Bodies,2022-08-05,94,3000000,13929670,Comedy,Mystery,6.152,1468
135397,tt0369610,Jurassic World,2015-06-06,124,150000000,1671537444,Adventure,Science Fiction,6.701,21615
43947,tt1242432,I Spit on Your Grave,2010-06-17,108,2000000,572809,Thriller,Crime,6.5,2582
786892,tt12037194,Furiosa: A Mad Max Saga,2024-05-22,149,168000000,174287546,Action,Science Fiction,7.454,4906
508947,tt8097030,Turning Red,2022-03-10,100,175000000,21813358,Animation,Family,7.335,5882
146233,tt1392214,Prisoners,2013-09-19,153,46000000,122127446,Drama,Thriller,8.106,13126
384018,tt6806448,Fast & Furious Presents: Hobbs & Shaw,2019-07-31,137,200000000,760098996,Action,Adventure,6.831,7777
567609,tt7798634,Ready or Not,2019-08-21,96,6000000,57615777,Horror,Comedy,7.075,5527
214756,tt2637276,Ted 2,2015-06-25,115,68000000,215863606,Comedy,Fantasy,6.325,8017
297762,tt0451279,Wonder Woman,2017-05-30,141,149000000,823970682,Action,Adventure,7.208,20933
614479,tt13405778,Insidious: The Red Door,2023-07-05,107,16000000,189086877,Horror,Thriller,6.5,1973
36557,tt0381061,Casino Royale,2006-11-14,144,150000000,599045960,Adventure,Action,7.571,11716
438148,tt5113044,Minions: The Rise of Gru,2022-06-29,87,85000000,940203765,Comedy,Crime,7.3,4023
1064213,tt28607951,Anora,2024-10-14,139,6000000,56286295,Drama,Comedy,7.1,3187
550988,tt6264654,Free Guy,2021-08-11,115,110000000,331526598,Comedy,Adventure,7.451,9857
1417,tt0457430,Pan's Labyrinth,2006-10-11,118,19000000,83258226,Fantasy,Drama,7.764,11493
613504,tt10362466,After We Collided,2020-09-02,105,14000000,47990414,Drama,Romance,7.2,5463
420817,tt6139732,Aladdin,2019-05-22,127,183000000,1054304000,Adventure,Fantasy,7.084,10632
321612,tt2771200,Beauty and the Beast,2017-03-16,129,160000000,1266115964,Family,Fantasy,6.968,16018
140607,tt2488496,Star Wars: The Force Awakens,2015-12-15,136,245000000,2068223624,Adventure,Action,7.248,20576
1034541,tt27911000,Terrifier 3,2024-10-09,125,2000000,90322103,Horror,N/A,6.786,1966
1087891,tt0899043,The Amateur,2025-04-09,123,60000000,96000836,Thriller,Action,6.9,1619
313369,tt3783958,La La Land,2016-12-01,129,30000000,509183536,Comedy,Drama,7.9,18145
205596,tt2084970,The Imitation Game,2014-11-14,113,14000000,233555708,History,Drama,7.984,18110
945961,tt18412256,Alien: Romulus,2024-08-13,119,80000000,350865342,Horror,Science Fiction,7.163,4583
439079,tt5814060,The Nun,2018-09-05,96,22000000,366082797,Horror,N/A,5.904,7181
6479,tt0480249,I Am Legend,2007-12-12,101,150000000,585410052,Drama,Science Fiction,7.217,16883
420818,tt6105098,The Lion King,2019-07-12,118,260000000,1662020819,Adventure,Drama,7.096,10757
616037,tt10648342,Thor: Love and Thunder,2022-07-06,119,250000000,760928081,Fantasy,Action,6.369,8589
10192,tt0892791,Shrek Forever After,2010-05-20,93,165000000,752600867,Comedy,Adventure,6.404,7967
298618,tt0439572,The Flash,2023-06-13,144,220000000,271333313,Action,Science Fiction,6.615,5013
360814,tt5074352,Dangal,2016-12-21,161,10400000,311000000,Drama,Family,7.875,1164
986056,tt20969586,Thunderbolts*,2025-04-30,127,180000000,382436917,Action,Science Fiction,7.291,3579
490132,tt6966692,Green Book,2018-11-16,130,23000000,321752656,Drama,Comedy,8.225,12912
934433,tt17663992,Scream VI,2023-03-08,123,33000000,169063850,Horror,Thriller,6.943,3207
76338,tt1981115,Thor: The Dark World,2013-10-30,112,170000000,644783140,Action,Adventure,6.511,18362
57158,tt1170358,The Hobbit: The Desolation of Smaug,2013-12-11,161,250000000,958400000,Fantasy,Adventure,7.6,14236
713704,tt13345606,Evil Dead Rise,2023-04-12,96,15000000,147256372,Horror,Thriller,6.93,3700
1124,tt0482571,The Prestige,2006-10-19,130,40000000,109676311,Drama,Mystery,8.208,17643
258216,tt1937390,Nymphomaniac: Vol. I,2013-12-25,118,2350000,13545832,Drama,N/A,6.853,3668
91314,tt2109248,Transformers: Age of Extinction,2014-06-25,165,210000000,1105261713,Science Fiction,Action,5.966,8778
109418,tt2191701,Grown Ups 2,2013-07-11,101,80000000,247022278,Comedy,N/A,6.176,4712
47964,tt1606378,A Good Day to Die Hard,2013-02-06,98,92000000,304654182,Action,Thriller,5.334,6769
10527,tt0479952,Madagascar: Escape 2 Africa,2008-10-30,89,150000000,603900354,Adventure,Animation,6.528,7444
546554,tt8946378,Knives Out,2019-11-27,131,40000000,312897920,Comedy,Crime,7.842,14069
508943,tt12801262,Luca,2021-06-17,95,200000000,51074773,Animation,Family,7.782,8965
58244,tt1374992,Upside Down,2012-09-27,104,60000000,22187813,Romance,Science Fiction,6.276,2620
50014,tt1454029,The Help,2011-08-09,146,25000000,216600000,Drama,N/A,8.203,9073
520763,tt8332922,A Quiet Place Part II,2021-05-21,96,55000000,297372261,Science Fiction,Thriller,7.432,7424
184345,tt2828996,A Haunted House 2,2014-04-17,87,4000000,25343661,Comedy,Horror,6.2,1597
283995,tt3896198,Guardians of the Galaxy Vol. 2,2017-04-25,137,200000000,863756051,Science Fiction,Adventure,7.61,22977
14161,tt1190080,2012,2009-10-10,158,200000000,791217826,Action,Adventure,5.882,12764
260513,tt3606756,Incredibles 2,2018-06-14,118,200000000,1243225667,Action,Adventure,7.453,13705
415842,tt1961175,American Assassin,2017-07-14,112,33000000,67200000,Action,Adventure,6.413,3264
399579,tt0437086,Alita: Battle Angel,2019-01-31,122,170000000,405000000,Action,Science Fiction,7.256,10054
273481,tt3397884,Sicario,2015-09-17,122,30000000,84997446,Action,Crime,7.419,9582
381288,tt4972582,Split,2017-01-19,117,9000000,278454358,Horror,Thriller,7.341,18352
497698,tt3480822,Black Widow,2021-07-07,134,200000000,379751131,Action,Adventure,7.168,11270
324552,tt4425200,John Wick: Chapter 2,2017-02-08,122,40000000,171539887,Action,Thriller,7.34,14294
338952,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,134,200000000,654900000,Fantasy,Adventure,6.834,11487
49444,tt1302011,Kung Fu Panda 2,2011-05-25,91,150000000,665692281,Animation,Family,7.067,7906
10198,tt0780521,The Princess and the Frog,2009-12-08,98,105000000,270997378,Animation,Romance,7.226,6135
573435,tt4919268,Bad Boys: Ride or Die,2024-06-05,116,100000000,404547819,Action,Comedy,7.322,3344
940551,tt6495056,Migration,2023-12-06,83,72000000,298776052,Family,Comedy,7.354,2252
351286,tt4881806,Jurassic World: Fallen Kingdom,2018-06-06,129,170000000,1310469037,Adventure,Science Fiction,6.531,12791
81005,tt1351685,Jack the Giant Slayer,2013-02-27,114,195000000,197700000,Fantasy,Action,5.893,5252
1035259,tt3402138,The Naked Gun,2025-07-30,85,42000000,102147396,Action,Comedy,6.37,1756
675353,tt12412888,Sonic the Hedgehog 2,2022-03-30,123,110000000,405421518,Action,Adventure,7.426,5885
454626,tt3794354,Sonic the Hedgehog,2020-02-12,99,85000000,319715683,Action,Science Fiction,7.282,10409
341174,tt4465564,Fifty Shades Darker,2017-02-08,118,55000000,381545846,Drama,Romance,6.473,7951
139038,tt2243537,A Haunted House,2013-01-11,86,2500000,60141683,Comedy,Horror,5.949,2058
812583,tt14364480,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,145,210000000,4000000,Thriller,Mystery,7.204,2540
566525,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021-09-01,132,150000000,432243292,Action,Adventure,7.495,10418
639988,tt1527793,No Other Choice,2025-09-24,140,12200000,40223568,Comedy,Crime,7.508,1098
493922,tt7784604,Hereditary,2018-06-07,128,10000000,87796204,Horror,Mystery,7.3,8626
493529,tt2906216,Dungeons & Dragons: Honor Among Thieves,2023-03-23,134,151000000,208200000,Adventure,Fantasy,7.352,4670
284052,tt1211837,Doctor Strange,2016-10-25,115,180000000,676343174,Fantasy,Adventure,7.421,23467
414419,tt6019206,Kill Bill: The Whole Bloody Affair,2011-03-27,254,60000000,12338649,Action,Crime,8.097,1314
263472,tt3605418,Knock Knock,2015-06-26,99,10000000,6341684,Horror,Thriller,5.393,3498
38055,tt1001526,Megamind,2010-10-28,96,130000000,321885765,Animation,Action,7.027,7490
10195,tt0800369,Thor,2011-04-21,115,150000000,449326618,Adventure,Fantasy,6.771,22379
127585,tt1877832,X-Men: Days of Future Past,2014-05-15,132,250000000,748045700,Action,Adventure,7.531,16287
281957,tt1663202,The Revenant,2015-12-25,157,135000000,532950503,Western,Drama,7.541,19357
50620,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,115,120000000,829747654,Fantasy,Drama,6.5,9390
446354,tt6294822,The Post,2017-12-22,116,50000000,179769467,Drama,History,7.005,4923
447332,tt6644200,A Quiet Place,2018-04-03,91,17000000,340955294,Horror,Drama,7.4,15382
242582,tt2872718,Nightcrawler,2014-10-23,118,8500000,47425835,Crime,Drama,7.709,11759
75656,tt1670345,Now You See Me,2013-05-29,116,75000000,351723989,Thriller,Crime,7.33,16825
7518,tt0327084,Over the Hedge,2006-05-17,83,80000000,343397247,Adventure,Animation,6.597,4861
126889,tt2316204,Alien: Covenant,2017-05-09,122,97000000,240891763,Horror,Science Fiction,6.176,9446
137113,tt1631867,Edge of Tomorrow,2014-05-27,114,178000000,370541256,Action,Science Fiction,7.639,15109
635302,tt11032374,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,117,15700000,523542183,Animation,Action,8.214,4543
207703,tt2802144,Kingsman: The Secret Service,2015-01-24,129,81000000,414351546,Crime,Comedy,7.621,17848
530385,tt8772262,Midsommar,2019-07-03,147,9000000,48498408,Horror,Drama,7.15,8107
14574,tt0914798,The Boy in the Striped Pyjamas,2008-05-07,94,12500000,20416563,Drama,War,7.82,7684
1271,tt0416449,300,2007-03-07,117,65000000,456082343,Action,Adventure,7.202,14758
1007734,tt28996126,Nobody 2,2025-08-13,89,25000000,43285109,Action,Thriller,6.94,1599
575264,tt9603212,Mission: Impossible - Dead Reckoning Part One,2023-07-08,164,220000000,571125435,Action,Adventure,7.504,5148
204082,tt2312718,Homefront,2013-11-12,100,22000000,51695362,Action,Thriller,6.943,3865
438695,tt6467266,Sing 2,2021-12-01,110,85000000,408402685,Animation,Comedy,7.834,4788
615457,tt7888964,Nobody,2021-03-18,91,16000000,57512470,Action,Thriller,7.877,8382
458156,tt6146586,John Wick: Chapter 3 - Parabellum,2019-05-15,131,55000000,328349908,Action,Thriller,7.439,11770
701387,tt12300742,Bugonia,2025-10-23,119,55000000,43500000,Science Fiction,Thriller,7.323,1994
8681,tt0936501,Taken,2008-02-18,94,25000000,226830568,Action,Thriller,7.407,12132
93456,tt1690953,Despicable Me 2,2013-06-26,98,76000000,970766005,Animation,Comedy,6.945,12009
76492,tt0837562,Hotel Transylvania,2012-09-20,91,85000000,358375603,Animation,Comedy,6.965,9193
359724,tt1950186,Ford v Ferrari,2019-11-13,153,97600000,225508210,Drama,History,8.006,9016
87101,tt1340138,Terminator Genisys,2015-06-23,126,155000000,440603537,Science Fiction,Action,5.957,8993
653346,tt11389872,Kingdom of the Planet of the Apes,2024-05-08,145,160000000,397378150,Science Fiction,Adventure,7.054,4270
32657,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,118,95000000,226497209,Adventure,Fantasy,6.213,7834
76493,tt1645170,The Dictator,2012-05-15,83,65000000,179379533,Comedy,N/A,6.233,6469
346364,tt1396484,It,2017-09-06,135,35000000,719766009,Horror,Thriller,7.241,20362
82690,tt1772341,Wreck-It Ralph,2012-11-01,101,165000000,471222889,Family,Animation,7.357,13091
7485,tt0822854,Shooter,2007-03-22,124,61000000,95700000,Drama,Action,7.124,5476
926393,tt17024450,The Equalizer 3,2023-08-30,109,70000000,191067560,Action,Thriller,7.291,3740
140300,tt2267968,Kung Fu Panda 3,2016-01-23,95,145000000,521170825,Animation,Action,6.927,6607
297802,tt1477834,Aquaman,2018-12-07,143,160000000,1152028393,Action,Adventure,6.868,14935
810,tt0413267,Shrek the Third,2007-05-17,93,160000000,813367380,Fantasy,Adventure,6.31,9792
582,tt0405094,The Lives of Others,2006-03-23,137,2000000,77672685,Drama,Thriller,8.038,4135
696506,tt12299608,Mickey 17,2025-02-28,137,118000000,133542263,Science Fiction,Comedy,6.835,3608
27582,tt0472399,The Mechanic,2011-01-13,93,40000000,51070807,Action,Thriller,6.5,3611
9072,tt0430304,Little Man,2006-08-31,98,64000000,104003322,Comedy,Crime,5.947,1911
474350,tt7349950,It Chapter Two,2019-09-04,169,79000000,473123154,Horror,Thriller,6.838,9642
291805,tt3110958,Now You See Me 2,2016-06-02,129,120000000,334897606,Crime,Thriller,6.827,11604
